"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Subdivision/Condo Name","Heated Area","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","T3448748","SLD","1309 E GIDDENS AVE","TAMPA","33603","MC DAVIDS EAST SEMINOLE SUBDI","","1,204","$389,000","3","2","0","1925","None","Single Family Residence","$3,436.99","1","1","4","Cash","06/12/2023","$323.09","$323.09","1.00","CHARLES RUTENBERG REALTY INC","Leticia Doohaluk","261562988","776125","Tampa","Pinellas Suncoast"
"1","U8201820","SLD","13015 LINCOLN RD","RIVERVIEW","33578","UNPLATTED","","1,624","$390,000","3","2","0","1956","None","Single Family Residence","$4,270.00","28","28","69","Cash","08/11/2023","$252.46","$240.15","0.95","DALTON WADE INC","Tou Lee Yang PA","260042714","260000779","Pinellas Suncoast","Pinellas Suncoast"
"1","T3448100","SLD","8734 OSAGE DR","TAMPA","33634","COPPERFIELD UNIT 2","","1,299","$390,000","3","2","0","1987","None","Single Family Residence","$5,402.89","1","1","1","Conventional","06/27/2023","$299.46","$300.23","1.00","BAY CHOICE REALTY","Daro Kurdson","261554339","285514409","Tampa","Tampa"
"1","T3446010","SLD","1007 E NORFOLK ST","TAMPA","33604","VALKENWAL","","1,264","$392,500","3","2","0","1967","None","Single Family Residence","$4,893.00","49","49","63","Conventional","08/25/2023","$315.66","$310.52","0.98","27NORTH REALTY","James Roy","261545714","805521714","Tampa","Tampa"
"1","T3446019","SLD","12303 N 27TH ST","TAMPA","33612","CAMPUS HILL PARK UNIT 1","","1,671","$393,000","3","2","0","1961","None","Single Family Residence","$4,101.04","27","27","27","FHA","07/03/2023","$238.78","$235.19","0.98","27NORTH REALTY","James Roy","261545714","260000779","Tampa","Tampa"
"1","T3448132","SLD","13468 FLADGATE MARK DR","RIVERVIEW","33579","SOUTH FORK UNIT 10","","2,424","$395,000","4","2","1","2007","None","Single Family Residence","$5,497.36","34","34","34","Conventional","08/10/2023","$167.08","$162.95","0.98","KELLER WILLIAMS TAMPA PROP.","Brian Burke","261554492","257006514","Tampa","Tampa"
"1","T3448058","SLD","11367 BROOK EDGE AVE","RIVERVIEW","33569","BELL CREEK LANDING LOT 4","","1,615","$398,490","3","2","0","2023","None","Single Family Residence","$5,241.00","2","2","4","Conventional","08/01/2023","$246.74","$246.74","1.00","CASA FRESCA REALTY","Taylor Giese","259505424","729100","Tampa","Tampa"
"1","U8201540","SLD","13317 WATERLEAF GARDEN CIR","RIVERVIEW","33579","WATERLEAF PH 6A","","2,056","$399,000","4","2","0","2019","None","Single Family Residence","$8,378.00","23","23","29","VA","07/17/2023","$194.07","$194.07","1.00","EXP REALTY LLC","Jeffrey Borham, PA","261544158","781560","Pinellas Suncoast","Pinellas Suncoast"
"1","T3448021","SLD","1504 BLUETEAL DR","BRANDON","33511","PROVIDENCE LAKES UNIT 1","","1,534","$400,000","3","2","0","1986","Private","Single Family Residence","$1,514.00","5","5","5","Conventional","06/27/2023","$270.53","$260.76","0.96","CENTURY 21 LINK REALTY, INC.","Kelly Janssen","261503433","260032589","Tampa","Tampa"
"1","T3447974","SLD","1429 E POWHATAN AVE","TAMPA","33604","HAMPTON TERRACE","","1,183","$400,000","3","2","0","1944","None","Single Family Residence","$3,984.00","21","21","21","FHA","07/21/2023","$333.90","$338.12","1.01","CARTWRIGHT REALTY","Tiia Cartwright","260030831","261561231","Tampa","Tampa"
"1","U8201525","SLD","8213 CANARY CANYON WAY","TAMPA","33647","WEST MEADOWS PARCELS 12A 12B-1","","2,421","$400,000","4","3","0","2003","Community","Single Family Residence","$2,814.27","2","2","4","Cash","06/30/2023","$171.42","$165.22","0.96","FUTURE HOME REALTY INC","Tom Orlando","260018141","798511798","Pinellas Suncoast","Pinellas Suncoast"
"1","T3447552","SLD","6423 N GOMEZ AVE","TAMPA","33614","RALSTON BEACH MANOR UNIT 2","","1,210","$400,000","3","2","0","1961","None","Single Family Residence","$5,467.00","95","95","95","FHA","10/11/2023","$347.11","$330.58","0.95","GRAYSTONE REAL ESTATE","Lilia Vasquez","261540972","261563502","Tampa","Tampa"
"1","O6112831","SLD","1512 W RIO VISTA AVE","TAMPA","33603","RIVERSIDE ESTATES CORR","","1,287","$400,000","3","2","0","1946","None","Single Family Residence","$658.00","5","5","20","Conventional","07/07/2023","$310.80","$310.8","1.00","BEYCOME OF FLORIDA LLC","Steven Koleno","364512302","773203","Orlando Regional","Orlando Regional"
"1","O6112718","SLD","1012 ENGLISH BLUFFS CT","BRANDON","33511","PROVIDENCE LAKES PRCL P","","2,180","$400,000","3","2","0","2001","None","Single Family Residence","$4,562.80","137","137","157","Cash","11/07/2023","$194.95","$183.49","0.94","COLDWELL BANKER RICHWILL REALTY","Catrena Johnson","261229991","261016803","Orlando Regional","Orlando Regional"
"1","T3447048","SLD","11725 STONE PINE ST","RIVERVIEW","33569","RIDGEWOOD","","2,005","$400,000","4","2","0","2021","Community","Single Family Residence","$8,389.00","3","3","7","Conventional","07/28/2023","$199.50","$199.5","1.00","COLDWELL BANKER REALTY","Jeff Berg","261548371","780516","Tampa","Tampa"
"1","T3446752","SLD","3410 W ABDELLA ST","TAMPA","33607","JOHN H DREWS FIRST EXT","","1,248","$400,000","3","2","0","1950","None","Single Family Residence","$3,494.00","111","37","38","Conventional","07/14/2023","$320.51","$320.51","1.00","PREMIER SOTHEBYS INTL REALTY","Christina Navatta Mueller","261550273","281531733","Tampa","Tampa"
