"#","ML Number","Status","Address","City","Zip","List Price","Close Price","Concessions","Rent Concession","ADOM","CDOM","Floors in Unit/Home","Basement","Garage Spaces","Garage Dimensions","Living Area Units","Year Built","Heated Area","SqFt Total"
"1","O6143733","ACT","11312 CALLAWAY POND DR","RIVERVIEW","33579","$391,000","","","","82","82","Multi/Split","","2","","Square Feet","2006","2,430","2,430"
"1","T3487525","ACT","13235 PALMERSTON RD","RIVERVIEW","33579","$391,585","","","","28","28","One","","2","19X20","Square Feet","2024","1,555","1,955"
"1","T3481611","ACT","13195 PALMERSTON RD","RIVERVIEW","33579","$391,585","","","","55","55","One","","2","19X20","Square Feet","2024","1,555","1,955"
"1","U8207044","ACT","3111 W IVY ST","TAMPA","33607","$392,000","","","","119","119","One","","","","Square Feet","1956","1,209","1,293"
"1","T3474947","ACT","7805 LAKESIDE BLVD","TAMPA","33614","$394,900","","","","51","51","One","","","","Square Feet","1964","1,218","1,744"
"1","T3492421","ACT","1401 BIG OAK CT","BRANDON","33511","$395,000","","","","0","0","One","","2","","Square Feet","1972","2,408","2,408"
"1","T3490826","ACT","512 SUTTON PL","BRANDON","33510","$395,000","","","","10","10","One","","","","Square Feet","1959","1,502","1,857"
"1","T3490799","ACT","516 E ANGLEWOOD DR","BRANDON","33511","$395,000","","","","10","10","One","","1","","Square Feet","1968","1,641","1,981"
"1","T3490653","ACT","4435 W TRILBY AVE","TAMPA","33616","$395,000","","","","7","7","One","","","","Square Feet","1955","1,326","1,680"
"1","T3490599","ACT","4710 OHIO AVE","TAMPA","33616","$395,000","","","","10","10","Two","","","","Square Feet","1956","1,339","1,931"
"1","T3487310","ACT","1701 E CAYUGA ST","TAMPA","33610","$395,000","","","","29","29","One","","1","","Square Feet","2008","1,448","1,714"
"1","A4589815","ACT","9826 LAUREL LEDGE DR","RIVERVIEW","33569","$395,000","","","","31","31","One","","2","","Square Feet","2003","2,074","2,074"
"1","T3483847","ACT","8118 N SEMMES ST","TAMPA","33604","$395,000","","","","45","45","One","","1","12x20","Square Feet","2023","1,576","1,866"
"1","U8219449","ACT","16028 GRASS LAKE DR","TAMPA","33618","$395,000","","","","45","45","One","","1","","Square Feet","1983","1,269","1,696"
"1","T3474524","ACT","11516 BLUE CRANE ST","RIVERVIEW","33569","$395,000","","","","78","78","One","","2","20x20","Square Feet","2013","1,732","2,173"
"1","T3460558","ACT","2206 MALIBU DR","BRANDON","33511","$395,000","","","","134","134","One","","2","","Square Feet","1966","2,112","2,712"
"1","T3447514","ACT","12946 SATIN LILY DR","RIVERVIEW","33579","$395,000","","","","210","210","One","","2","","Square Feet","2020","1,752","2,416"
"1","T3446381","ACT","14022 CITRUS POINTE DR","TAMPA","33625","$395,000","","","","216","216","One","","2","","Square Feet","1985","1,304","1,304"
"1","T3486224","ACT","2219 ELIZABETH DR","BRANDON","33510","$396,000","","","","34","34","One","","2","20X20","Square Feet","1975","1,328","1,823"
"1","T3484346","ACT","12671 MAPLE BONSAI DR","RIVERVIEW","33579","$396,710","","","","42","42","Two","","2","20X20","Square Feet","2024","1,870","2,270"
"1","T3471874","ACT","4404 W BALLAST POINT BLVD","TAMPA","33611","$398,000","","","","97","97","One","","","","Square Feet","1954","1,201","1,990"
"1","T3478349","ACT","11156 CREEK HAVEN DR","RIVERVIEW","33569","$398,700","","","","67","67","Two","","2","22x22","Square Feet","2005","2,232","2,750"
"1","T3481390","ACT","7404 S MORTON ST","TAMPA","33616","$398,900","","","","46","46","One","","","","Square Feet","1999","1,200","1,249"
"1","T3492084","ACT","11818 AUTUMN CREEK DR","RIVERVIEW","33569","$399,000","","","","4","4","One","","3","","Square Feet","2002","2,072","2,962"
"1","T3491692","ACT","11551 BRIGHTON KNOLL LOOP","RIVERVIEW","33579","$399,000","","","","3","3","One","","3","","Square Feet","2019","1,951","2,791"
"1","T3491466","ACT","4814 N HIGHLAND AVE","TAMPA","33603","$399,000","","","","5","5","One","","","","Square Feet","1959","1,258","1,618"
"1","T3488947","ACT","114 ASHBROOK DR","BRANDON","33511","$399,000","","","","17","17","One","","2","","Square Feet","1965","1,638","2,514"
"1","T3488729","ACT","6452 REEF CIRCLE","TAMPA","33625","$399,000","","","","14","14","One","","","","Square Feet","1985","1,048","1,248"
"1","T3486768","ACT","4719 W MONTGOMERY AVE","TAMPA","33616","$399,000","","","","31","31","One","","","","Square Feet","1957","1,152","1,321"
"1","T3485251","ACT","6401 N 47TH ST","TAMPA","33610","$399,000","","","","32","32","One","","","","Square Feet","2021","1,549","1,911"
