"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Subdivision/Condo Name","Heated Area","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","OM650992","EXP","10014 KINGSHYRE WAY","TAMPA","33647","CROSS CREEK PRCL G PH 1","","2,523","$619,900","4","3","0","1997","Private","Single Family Residence","$6,863.01","203","203","","","","$245.70","","","BRAVO'S PROPERTIES & MAN LLC","Mauro Bravo","271514831","","Ocala - Marion","Ocala - Marion"
"1","T3461176","EXP","6710 RANGER DR","TAMPA","33615","BAY PORT COLONY PH III UN 1","","1,604","$620,000","3","2","0","1983","Private","Single Family Residence","$4,206.00","85","85","","","","$386.53","","","JPT REALTY LLC","Yilian Paz Gonzalez","261567641","","Tampa","Tampa"
"1","T3464807","EXP","17756 ESPRIT DR","TAMPA","33647","HUNTERS GREEN PRCL 17B PHAS","","2,360","$625,000","4","2","1","1994","None","Single Family Residence","$4,952.26","113","113","","","","$264.83","","","TRIBE REALTY","Jennifer Kraschinsky","260503667","","Tampa","Tampa"
"1","T3411207","EXP","4116 LANKFORD DR","TAMPA","33610","UNPLATTED","","1,070","$625,000","3","1","0","1955","None","Single Family Residence","$937.95","61","61","","","","$584.11","","","HOMEWARD REAL ESTATE","Chib Anderson","261534647","","Tampa","Tampa"
"1","T3388540","EXP","10401 MEADOW CROSSING DR","TAMPA","33647","CROSS CREEK PRCL O PH 1","","3,100","$625,000","5","4","0","1999","Private","Single Family Residence","$3,784.92","64","64","","","","$201.61","","","COLDWELL BANKER REALTY","Amy McCall","596509465","","Tampa","Tampa"
"1","T3409167","EXP","7120 HAMILTON PARK BLVD","TAMPA","33615","HAMILTON PARK","","2,870","$630,000","4","2","1","2002","Private","Single Family Residence","$3,209.73","54","54","","","","$219.51","","","ALLURE REALTY LLC","Farah Smart","261565365","","Tampa","Tampa"
"1","T3461969","EXP","212 W HILDA ST","TAMPA","33603","MEADOWBROOK","","1,848","$634,900","3","2","0","2021","None","Single Family Residence","$8,270.00","59","59","","","","$343.56","","","REDFIN CORPORATION","Gordon Klaiber","464022057","","Tampa","Tampa"
"1","T3393759","EXP","4706 W OAKELLAR AVE","TAMPA","33611","GUERNSEY ESTATES ADD","","2,259","$639,999","3","2","0","1959","None","Single Family Residence","$3,859.00","148","148","","","","$283.31","","","FUTURE HOME REALTY INC","Julie Gulliford","261536220","","Tampa","Pinellas Suncoast"
"1","T3380597","EXP","6420 GOLDEN DR","TAMPA","33634","0DC | NORTHWEST PARK UNIT NO 2","","2,670","$649,900","3","1","1","1970","None","Single Family Residence","$4,700.00","410","410","","","","$243.41","","","AVENUE HOMES LLC","Pedro Alvarez","261562329","","Tampa","Tampa"
"1","T3454254","EXP","3312 W EMPEDRADO ST","TAMPA","33629","PALMA CEIA PARK","","1,446","$650,000","3","1","0","1947","None","Single Family Residence","$2,773.55","130","130","","","","$449.52","","","RE/MAX ALLIANCE GROUP","Ryan McCall","261502788","","Tampa","Tampa"
"1","T3408694","EXP","20110 OUTPOST POINT DR","TAMPA","33647","GRAND HAMPTON PH 5","","3,144","$658,000","4","3","1","2013","Community","Single Family Residence","$6,937.39","65","65","","","","$209.29","","","CARTWRIGHT REALTY","Tiia Cartwright","260030831","","Tampa","Tampa"
