"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Subdivision/Condo Name","Heated Area","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","T3473192","ACT","116 S ARRAWANA AVE","TAMPA","33609","PARK CITY","","1,664","$699,000","2","2","0","1935","None","Single Family Residence","$1,681.00","90","90","","","","$420.07","","","RE/MAX REALTY UNLIMITED","Gabrielle Palazzo","261561202","","Tampa","Tampa"
"1","U8208156","ACT","7-21 AMHERST STREET","TAMPA","33625","TOWN/CITRUS PARK","","1,866","$699,000","3","2","0","2024","None","Single Family Residence","$104.17","189","135","","","","$374.60","","","CHARLES RUTENBERG REALTY INC","Kim Doukas","260016919","","Pinellas Suncoast","Pinellas Suncoast"
"1","T3448568","ACT","16306 DOUNE CT","TAMPA","33647","TAMPA PALMS AREA 4 PRCL 20","","3,656","$699,000","5","3","0","2001","Private, Community","Single Family Residence","$7,333.55","172","172","","","","$191.19","","","ALIGN RIGHT REALTY SUNCOAST","Alpa Patel","261562298","","Tampa","Tampa"
"1","T3490272","ACT","3121 W PARIS ST","TAMPA","33614","IDLE GROVE PARK UNIT 2 PHAS","","2,222","$699,900","3","3","0","1976","None","Single Family Residence","$4,043.00","6","6","","","","$314.99","","","WEICHERT REALTORS EXCLUSIVE PROPERTIES","Javier Medina","261530820","","Tampa","Tampa"
"1","T3488546","ACT","10706 LAKE CARROLL WAY","TAMPA","33618","CARROLLWOOD SUB UNIT 1","","1,872","$699,900","4","3","0","1960","Private","Single Family Residence","$7,631.00","12","12","","","","$373.88","","","PREMIER SOTHEBYS INTL REALTY","Camelia Castillo","261551667","","Tampa","Tampa"
"1","T3474945","ACT","3101 S KINGS AVE","BRANDON","33511","GALLERY GARDENS","","3,050","$699,900","4","3","0","1967","None","Single Family Residence","$4,109.00","84","84","","","","$229.48","","","WEICHERT REALTORS-BRANDON REALTY","Nora Redding","261538797","","Tampa","Tampa"
"1","T3467767","ACT","5454 N RIVER SHORE DR","TAMPA","33603","RIVERSIDE ESTATES","","1,962","$699,900","3","2","0","1974","None","Single Family Residence","$7,294.00","105","105","","","","$356.73","","","COMPASS FLORIDA, LLC","John Hudson, P.A.","261538471","","Tampa","Tampa"
"1","W7860450","ACT","15908 ELLSWORTH DR","TAMPA","33647","TAMPA PALMS AREA 2 UNIT 7C","","2,411","$700,000","4","3","0","1994","Private, Community","Single Family Residence","$8,542.89","3","3","","","","$290.34","","","RE/MAX CHAMPIONS","Penny Perry","285512091","","West Pasco","West Pasco"
"1","T3492080","ACT","18134 REGENTS SQUARE DR","TAMPA","33647","HUNTERS GREEN PRCL 19 PH","","3,039","$700,000","4","2","1","1998","Private, Community","Single Family Residence","$8,222.57","87","4","","","","$230.34","","","LOMBARDO TEAM REAL ESTATE LLC","Asad Shaikh","261554445","","Tampa","Tampa"
"1","T3488090","ACT","5825 S 5TH ST","TAMPA","33611","ELLIOTTS E E SUB","","1,987","$700,000","3","1","0","1952","None","Single Family Residence","$1,336.70","20","20","","","","$352.29","","","RE/MAX REALTY UNLIMITED","Sonya Rose","261524069","","Tampa","Tampa"
